#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	R10_S209_L002_R1_001.fastqd_metagenome	R11_S210_L002_R1_001.fastqd_metagenome	R12_S211_L002_R1_001.fastqd_metagenome	R13_S212_L002_R1_001.fastqd_metagenome	R14_S213_L002_R1_001.fastqd_metagenome	R15_S214_L002_R1_001.fastqd_metagenome	R16_S215_L002_R1_001.fastqd_metagenome	R17_S216_L002_R1_001.fastqd_metagenome	R18_S217_L002_R1_001.fastqd_metagenome	R19_S218_L002_R1_001.fastqd_metagenome	R1_S200_L002_R1_001.fastqd_metagenome	R20_S219_L002_R1_001.fastqd_metagenome	R21_S220_L002_R1_001.fastqd_metagenome	R22_S221_L002_R1_001.fastqd_metagenome	R2_S201_L002_R1_001.fastqd_metagenome	R3_S202_L002_R1_001.fastqd_metagenome	R4_S203_L002_R1_001.fastqd_metagenome	R5_S204_L002_R1_001.fastqd_metagenome	R6_S205_L002_R1_001.fastqd_metagenome	R7_S206_L002_R1_001.fastqd_metagenome	R8_S207_L002_R1_001.fastqd_metagenome	R9_S208_L002_R1_001.fastqd_metagenome
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28898	0.01112	0.0	0.00899	0.21398	0.02854	0.04012	0.1015	0.03507	0.05449	0.0901	0.00918	0.0	0.03662	0.03686	0.00315	0.0	0.00187	0.01466	0.02398	0.00186	0.01401	0.00996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB29685	0.01011	2.90829	0.0	0.0	0.0	1.56191	1.13895	0.04719	0.03548	0.32477	1.3604	0.0	0.0	0.0	0.12188	2.03547	1.18284	0.40212	2.75482	0.04214	0.02305	0.60388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28621	0.00943	0.00641	0.00635	0.00386	0.0	0.00308	0.06678	0.00624	0.00494	0.0	0.0	0.0	0.00311	0.00631	0.00765	0.00771	0.00022	0.01778	0.01102	0.00085	0.01676	0.01084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30093	0.00897	0.00157	0.02798	0.0	0.0	0.00578	0.0003	0.01276	0.01069	0.0	0.00126	0.0	0.00173	0.0	0.0	0.00485	0.0	0.00506	0.01382	0.0	0.0258	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetatifactor	0.00879	0.0004	4e-05	0.00637	0.0	0.00089	0.01358	0.00524	0.00908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.00563	0.0	0.02417	0.00089
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636|g__GGB28930	0.00764	0.63242	0.0	0.0	0.0	0.38077	0.83188	0.0774	0.06992	0.12087	0.60989	0.0	0.0	0.0	0.06743	0.48026	0.16635	1.12085	1.83843	0.02828	0.93824	0.03703
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28955	0.00742	0.00666	0.00214	0.10344	0.04529	0.01434	0.0262	0.00833	0.01411	0.01029	0.0276	0.0035	0.01323	0.0054	0.01058	0.00632	0.0072	0.03543	0.00184	0.00154	0.00605	0.01495
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__Acholeplasmatales_unclassified	0.00703	0.19388	0.0	0.0	0.00381	0.03119	0.08322	0.90301	0.73123	0.04556	0.18835	0.0	0.14135	0.04848	0.02492	0.30626	0.01462	0.15716	0.25376	0.04646	0.56464	0.04374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28864	0.00669	0.00789	0.0	7e-05	0.0	0.01225	0.06782	0.06131	0.10241	0.0	0.01927	0.0	0.0	0.0	0.00271	0.00513	0.0	0.0389	0.04554	0.0	0.01894	0.01386
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28437	0.0065	0.0	0.00094	0.00204	0.0	0.00016	0.00684	0.0085	0.00384	0.0	0.0	0.0	0.00797	0.00372	0.00097	0.00079	0.0	0.00433	0.00098	0.0	0.00081	0.00098
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28946	0.00627	0.03652	0.0	0.0	0.0	0.01069	0.03479	0.01019	0.01822	0.01222	0.02201	8e-05	0.00065	0.0	0.05666	0.07094	0.07162	0.08337	0.09616	0.0039	0.02959	0.01818
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	0.00566	0.0	0.0	0.0047	0.0	0.0	0.02367	0.0	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01007	0.00491
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB24127	0.00357	0.01013	0.0	0.00285	0.0	0.0366	0.02507	0.02217	0.01222	0.00106	0.01026	0.0	0.0	0.0012	0.00114	0.04692	0.01628	0.03155	0.02547	0.00839	0.01373	0.05185
k__Bacteria|p__Firmicutes|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28959	0.00351	0.04454	0.0	0.05155	0.0	0.06099	0.16351	0.04146	0.06406	0.02179	0.0	0.0	0.00779	0.00331	0.03644	0.02729	0.06349	0.16774	0.07649	0.00148	0.11921	0.06832
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398|g__GGB42343	0.00303	0.0	0.0	0.0	0.0	0.0	0.0207	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511|g__GGB28388	0.00234	0.00093	0.0	0.0	0.0	0.00055	0.00045	0.00287	0.0013	0.0	0.00385	0.0	0.0	0.0	0.03625	0.02037	0.0	0.00382	0.0	0.00186	0.00052	0.01583
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511|g__GGB28387	0.00185	0.00026	0.0	0.0	0.0	0.02571	0.01402	0.02141	0.00803	0.0	0.01143	0.0	0.00081	0.0	0.00154	0.01185	0.0	0.00995	0.01321	0.0018	0.01248	0.0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29001	0.00171	0.0	0.0	0.0	0.0	0.0	0.00071	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.00023	0.00024
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29530	0.00165	0.11114	0.0	0.12748	0.0	0.04885	0.163	0.0139	0.01916	0.00677	0.09922	0.0	0.00493	0.00709	0.10724	0.07441	0.10612	0.16306	0.318	0.01047	0.01936	0.07315
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340|g__GGB31701	0.00159	0.10559	0.0	0.03079	0.07975	0.14439	0.1013	0.04048	0.03019	0.08598	0.08865	0.00178	0.02043	0.03553	0.02394	0.25338	0.02183	0.04608	0.07069	0.05428	0.06684	0.21316
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28763	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28945	0.00049	0.01092	7e-05	0.18027	0.04452	0.02443	0.05901	0.00509	0.00493	0.02527	0.02492	0.0	0.0088	8e-05	0.01762	0.00847	0.05123	0.01749	0.01166	0.00254	0.03646	0.01177
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB28433	0.00015	0.0	0.0	0.0	0.0	0.00319	0.0	0.00012	0.0	0.0	0.00225	0.0	0.0	0.0	0.03964	0.00285	0.0	0.01463	0.00718	4e-05	0.0039	0.0034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28787|s__GGB28787_SGB41440	7.67416	0.0	2.51545	3.45264	0.0	0.38411	2.05246	3.94693	8.13441	0.29895	0.00948	0.68917	1.88371	0.91608	0.0	0.03227	0.0	0.32156	0.0	0.00026	1.11058	6e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_dubosii	6.51073	2.8087	4.94674	4.33468	0.26287	2.12708	7.77769	12.34949	8.77249	3.04001	4.99218	6.61365	0.65647	5.51092	2.09341	4.08316	1.15667	6.44207	1.86085	7.05327	7.87595	9.82932
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri	5.83779	0.11422	0.25901	0.61155	0.00806	0.03996	1.35008	0.59974	0.23708	0.03101	0.05447	0.00175	0.18972	5.36632	1.60222	0.0616	0.00213	0.37349	1.87337	0.16119	1.68193	0.83085
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus	5.40112	7.92542	29.30806	18.98826	71.15168	18.21841	4.90342	5.93162	2.78336	29.29376	26.79883	46.29956	28.0475	18.84345	5.43133	25.99433	5.54232	15.62213	5.52002	55.30303	16.29933	4.95604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828|s__GGB28828_SGB41484	4.44239	0.03739	0.0	1.0362	0.05208	0.3306	0.41579	0.8616	0.86782	0.0997	0.10294	0.04968	0.00527	0.03132	0.0538	0.26612	0.0	0.67699	0.00401	0.00117	2.09272	0.3559
k__Bacteria|p__Firmicutes|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB25052|s__GGB25052_SGB36974	3.88785	0.52446	0.94379	0.22487	0.01552	0.8144	0.29443	0.01363	0.03017	0.01303	0.20686	0.00249	0.04671	1.14032	0.17761	0.39115	0.46882	0.9531	0.72231	0.00459	0.64378	0.11983
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium	3.87846	8.68585	2.31123	4.75927	0.29	10.66088	6.63264	8.07064	5.32745	4.37348	5.39345	2.74976	1.51537	5.39082	3.77285	4.14906	6.72516	4.5008	8.09956	3.67936	4.76616	8.60267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28784|s__GGB28784_SGB41437	3.2615	0.11989	0.22462	0.03313	2.7457	0.3043	1.14616	1.56164	3.81008	0.05047	0.02745	0.00657	0.71664	0.07498	0.0636	0.18144	0.16267	0.24618	0.25304	0.00111	3.27545	0.03475
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum_intestinale	3.05145	3.68065	2.17953	2.55216	2.29507	3.41458	5.56746	6.52288	5.21007	1.6376	5.23549	1.29159	1.35861	3.62916	2.22806	3.55171	2.75084	3.42295	1.63954	1.70982	4.85188	4.25182
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB27898|s__GGB27898_SGB40333	2.61727	6.10926	1.06854	2.58895	0.3433	3.81066	3.31199	1.90612	1.35977	1.96292	5.42767	0.18448	0.21558	1.68038	4.57985	5.0722	5.15991	7.15072	7.27365	2.21669	8.55048	6.58061
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28782|s__GGB28782_SGB41435	2.42763	0.0	0.02614	0.01596	0.01749	0.01804	0.14813	0.58225	1.11316	0.00128	0.0	0.11138	0.01505	0.00213	0.0	0.0028	0.0	0.03399	0.00746	0.0	0.07816	0.01304
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD8_6	2.13649	0.0	0.0	0.0	0.0	0.02019	1.12261	0.32787	0.52298	0.0	0.12887	0.0	0.01315	0.00134	0.26051	0.04483	0.0	0.38687	0.38147	0.00215	0.27695	0.1444
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348|g__GGB31850|s__GGB31850_SGB45228	1.92596	0.06274	0.50432	0.05238	0.00096	0.05547	0.02265	0.00736	0.02419	0.0	0.0	0.0	0.00032	0.01394	0.0	0.00336	0.0	0.07933	0.30533	0.0	0.75094	0.00469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2	1.79678	0.1366	4.1143	0.01236	0.09957	0.398	0.38057	0.25489	0.66597	0.29966	0.09	1.91554	0.38021	0.0872	0.27846	0.05632	0.21164	1.19761	1.07669	0.00548	0.10286	0.00142
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__GGB31228|s__GGB31228_SGB44528	1.7249	0.0	0.01955	0.55478	0.1573	0.99535	0.5164	0.23678	0.35361	0.10037	0.0	0.08903	1.32941	13.75728	0.0	0.0	0.0	0.0	0.00399	0.07211	1.2729	0.32818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_MGM1	1.69332	5.67377	2.85513	7.05787	0.02726	5.01362	3.29009	7.45575	5.00864	1.71269	3.92958	0.41344	0.20861	0.92958	5.35701	4.27628	9.31417	3.69398	5.12341	3.81324	2.19824	8.9385
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712	1.64728	0.25185	0.23682	0.05403	0.0	0.07969	0.22158	0.42601	0.30363	0.0	0.02698	0.00041	0.00677	0.01152	0.0561	0.0916	0.00322	0.05907	0.0	0.00128	0.04006	0.15474
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_muris	1.4335	2.53224	0.4379	2.21104	0.00817	1.26412	0.73107	1.95671	1.26553	0.43949	0.23847	0.2149	0.18835	0.70753	1.72396	0.54865	1.80194	0.27433	1.67838	0.87749	2.51375	2.25534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30091|s__GGB30091_SGB43003	1.26154	0.46971	1.37915	0.36076	0.07221	0.24234	0.43484	0.97022	1.70647	0.03692	0.13345	0.11135	0.09416	0.29762	0.36168	0.09276	0.16774	0.32247	0.60863	0.00347	0.34745	0.07728
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_110_HZI	1.24516	1.4459	0.95988	1.68515	0.03519	0.65385	1.32427	0.65025	0.44393	0.23154	1.7436	0.00269	0.11785	0.37227	1.4129	0.94733	2.52643	1.52194	1.35121	0.91034	1.48405	2.47773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	1.15232	0.34212	0.28397	0.31225	1.89404	0.16834	0.77137	0.42696	0.74914	0.14156	0.20547	0.07738	0.64044	0.21454	0.18851	0.13759	0.20872	0.20087	0.39383	0.03148	0.61721	0.13167
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24132|s__GGB24132_SGB35935	1.10964	1.44675	0.37024	0.2864	0.0157	0.92445	1.03289	0.58827	0.41662	0.39619	1.13152	0.24533	0.13108	0.16699	0.26544	1.33561	0.617	1.15011	1.33962	0.42982	0.82683	1.04009
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072	1.00763	0.08404	0.0572	0.02334	0.00952	0.04248	0.17927	0.42856	1.01597	0.00143	0.02198	0.00562	0.01831	0.00939	0.2743	0.02012	0.06164	0.1271	0.20848	0.00105	0.22183	0.0449
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella_freteri	1.00715	0.33548	1.21369	0.40907	0.2591	0.38888	0.26849	2.1105	1.49479	0.37924	0.42295	1.44716	0.36263	0.61507	0.18522	0.60512	0.34216	0.5706	0.32874	0.3285	1.55257	0.36789
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28875|s__GGB28875_SGB41555	0.93603	0.04841	0.00624	0.00939	0.00291	0.02836	0.04724	0.54583	0.58553	0.0	0.00118	0.06852	0.0	0.01243	0.0	0.01799	0.0	0.02914	0.01147	0.0	0.11264	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28831|s__GGB28831_SGB41487	0.912	0.88437	0.91154	0.0008	0.00204	0.25883	1.34133	0.44435	0.48803	0.01377	0.08971	0.0	0.03526	0.00666	0.31388	0.19236	0.05639	0.47971	0.16032	0.00199	0.40551	0.0578
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_1	0.86686	0.0225	0.07371	0.00093	0.0	0.0118	0.06036	0.16339	0.40647	0.0	0.0	0.00227	0.00352	0.05637	0.07405	0.00508	0.0253	0.0203	0.03137	0.00044	0.02394	0.01183
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650|f__FGB9650|g__GGB28980|s__GGB28980_SGB41692	0.78548	0.12461	2.72484	0.19442	0.31505	1.13249	0.41147	0.64704	1.67058	0.02861	0.1239	0.32096	1.11197	0.43504	0.36369	0.02834	0.11208	0.45796	0.32426	0.01098	0.33143	0.05825
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27876|s__GGB27876_SGB40310	0.72832	0.3387	0.20251	0.93982	0.15758	0.28255	2.54615	2.29717	1.56261	0.47265	1.49287	0.43235	0.18011	0.49932	0.32083	0.70131	0.08892	1.21669	0.39282	0.74423	1.05838	2.57391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28807|s__GGB28807_SGB41461	0.71072	0.0	0.29136	0.03961	1.9637	0.02069	0.02868	0.03025	0.06729	0.01	0.0	0.25066	0.31542	0.02292	0.02065	0.0	0.0	0.02328	0.00151	0.0	0.1202	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27778|s__GGB27778_SGB40192	0.66781	0.66862	4.35969	1.93047	0.04203	1.18093	0.24426	1.40287	1.4247	0.36213	0.71527	0.08282	1.1103	3.92869	2.11297	1.07966	0.92459	0.679	0.79478	0.34366	0.61072	0.99625
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24148|s__GGB24148_SGB35952	0.63728	3.40968	0.00679	3.06382	0.04876	5.25618	3.32734	1.04296	0.67026	1.89974	5.16079	0.00934	0.23524	0.64088	5.27353	6.23491	10.29101	6.61743	5.4608	2.33156	1.98056	4.77684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_gordoncarteri	0.61212	0.26908	0.03774	0.06625	0.00393	0.30086	3.2836	0.08573	0.04706	0.24113	0.73453	0.10892	0.09544	0.11808	0.36079	0.7139	1.01375	0.82667	0.8657	0.93107	1.20931	3.56004
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29002|s__GGB29002_SGB41718	0.60885	0.0	0.0	0.0	0.00268	0.0	0.0	0.10381	0.05701	0.0	0.0	0.0	0.01433	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.08523	0.00262
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28990|s__GGB28990_SGB41704	0.58224	0.25865	0.0164	0.0	0.00175	0.05595	0.75096	0.20775	0.41524	0.00592	0.19349	0.0501	0.0	0.0	0.2496	0.08176	0.04097	0.46936	1.05683	0.00178	0.60733	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD42_87	0.54657	1.82262	0.00916	0.61612	0.16124	0.04228	1.81155	0.22226	0.40842	0.25175	0.44375	0.01509	0.32542	0.29896	2.4837	1.24777	1.12195	0.51143	0.00774	0.00524	2.35898	0.45066
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB40885	0.53556	0.0	0.56615	0.00233	0.11748	0.00629	0.00149	0.02979	0.05097	0.0	0.0	0.0304	0.37994	0.00437	0.0	0.0	0.0	0.00174	0.00482	0.0	0.13558	0.00014
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503|s__GGB1503_SGB2082	0.52533	2.44158	0.0	1.24963	0.0023	0.8837	3.4362	0.77105	0.5412	0.68506	2.36277	0.0083	0.02805	0.51339	1.76386	2.85527	2.01418	2.03249	2.6971	0.98103	1.03879	3.0115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	0.5102	2.24387	0.38043	1.80272	0.00307	1.80711	1.85552	0.41499	0.31286	0.5542	1.80801	0.04672	0.0335	0.26222	0.83738	1.38837	1.43513	1.38677	2.35779	1.11286	0.97436	2.05376
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469|g__GGB28310|s__GGB28310_SGB40880	0.50424	0.32854	0.13575	0.31559	0.02926	0.38751	1.26724	0.43924	1.2373	0.21197	0.34408	0.09931	0.30808	1.45423	0.36428	0.26804	0.25073	2.62365	2.59076	0.04968	0.41029	0.16739
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28926|s__GGB28926_SGB41623	0.49085	0.00881	0.07722	0.20045	6e-05	0.07704	0.35328	0.17699	0.24253	0.00012	0.11657	0.00241	0.00945	0.02859	0.0242	0.00174	0.00016	0.09948	0.14162	0.00154	0.07458	0.03485
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__Candidatus_Arthromitus_sp_SFB_mouse	0.49064	0.27719	1.69999	0.21933	2.21201	0.25172	0.0393	0.00136	0.0	0.27519	0.16452	0.04414	0.0881	0.0488	0.17204	0.103	0.13496	0.01079	0.01405	0.07271	0.10193	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41546	0.46604	0.0	0.02586	0.0	0.0	0.00467	0.07052	0.0941	0.16123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.00394	0.0	0.07196	0.02668
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480|g__GGB23844|s__GGB23844_SGB35575	0.46237	0.1298	0.21363	0.43054	0.00195	0.20513	0.19487	0.33255	0.19409	0.06223	0.4046	0.06599	0.0676	0.09486	0.14219	0.23348	0.0732	0.23606	0.03312	0.15503	0.73719	0.56581
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri	0.45675	0.94625	4.24771	0.75311	2.86159	3.435	1.69409	1.87314	1.14397	8.66193	0.07746	12.93635	8.55239	6.95588	0.17977	1.14006	0.03893	0.01565	0.07973	0.47311	0.10274	0.96335
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637|g__GGB27849|s__GGB27849_SGB40283	0.45535	0.63491	0.01527	1.07639	0.00402	0.80598	0.91471	0.52991	0.40438	0.78631	0.42595	0.02719	0.03619	0.20687	0.24957	0.3556	1.20234	0.60628	0.57635	1.59208	0.56834	1.34989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27892|s__GGB27892_SGB40326	0.43734	0.80457	0.05065	0.61181	0.00532	0.62199	0.69103	0.51995	0.36887	0.19738	0.56035	0.08076	0.03815	0.09621	0.56548	0.6909	1.07811	0.79937	0.70443	0.32649	0.49698	1.26806
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24149|s__GGB24149_SGB35953	0.41534	0.86598	0.47939	0.37393	0.03729	0.69045	0.31387	0.80444	0.51229	0.19658	1.04549	0.20366	0.15859	0.21779	0.38955	0.86058	1.83396	0.2828	0.53525	0.31294	0.40802	0.8167
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24146|s__GGB24146_SGB35950	0.41099	0.40747	0.19362	0.19565	0.0462	0.27348	0.20914	0.31355	0.18143	0.51035	0.47707	0.06206	0.16315	0.1353	0.15846	0.39245	0.70861	0.24462	0.24099	0.26407	0.27477	0.38241
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384|f__FGB9384|g__GGB27861|s__GGB27861_SGB40295	0.4065	0.82484	1.28941	0.27518	0.00853	0.52544	0.22588	0.90968	0.60486	0.09204	0.61301	0.05363	0.1433	0.15112	0.31205	0.68699	0.78639	0.1971	0.26784	0.09074	0.24089	0.35695
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium	0.40328	13.25027	0.03357	13.06754	0.04219	7.50433	4.42655	1.42338	1.16078	3.44696	5.23086	0.07097	0.13175	1.2135	8.17733	7.76637	19.38953	7.74856	10.31993	4.77261	1.93478	8.38439
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB27914|s__GGB27914_SGB40352	0.39677	0.2971	0.19493	0.18335	0.0001	0.28257	0.43086	0.36649	0.27297	0.06802	0.48384	0.01881	0.02405	0.0846	0.1449	0.42041	0.10629	0.44072	0.34776	0.09799	0.39868	0.41224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.39009	0.17415	1.18362	0.09287	0.5424	0.35005	0.07471	0.08984	0.19037	0.01727	0.19767	0.10142	0.45345	0.31417	0.80213	0.1309	0.32778	0.4619	0.63596	0.00293	0.14196	0.04389
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28903|s__GGB28903_SGB41594	0.3887	1.24793	0.8195	0.01579	0.26049	0.44864	0.92478	1.40295	2.57139	0.12865	0.31282	0.19466	0.53419	0.38068	1.10842	0.21296	0.14474	0.99624	0.2111	0.00246	0.47988	0.11562
